index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,Age_Upon_Intake(days),Age_Upon_Intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter
107095,A858211,2022-05-26 12:58:00,May-22,6704 Santos Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby/White,31,0.08,"(-0.001, 2.5]",5,2022,Thursday,12,1,1,Mix,N,Male,104 days 11:36:47.648944,104
80891,A858244,2022-08-14 08:14:00,Aug-22,6401 West Highway 290 in Austin (TX),Stray,Injured,Dog,Neutered Male,4 years,Anatol Shepherd/Beagle,Tricolor/Black,1460,4,"(2.5, 5.0]",8,2022,Sunday,8,3,3,Purebreed,N,Male,24 days 16:20:47.648944,24
97979,A858290,2022-05-27 13:41:00,May-22,1430 Frontier Valley in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,31,0.08,"(-0.001, 2.5]",5,2022,Friday,13,1,1,Mix,N,Male,103 days 10:53:47.648944,103
143799,A858157,2022-09-01 14:09:00,Sep-22,124 West Anderson Lane in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,German Shepherd,Brown/Black,730,2,"(-0.001, 2.5]",9,2022,Thursday,14,2,2,Purebreed,N,Male,6 days 10:25:47.648944,6
7433,A858187,2022-05-26 11:22:00,May-22,8807 Linden Road in Travis (TX),Stray,Normal,Cat,Intact Male,7 months,Domestic Shorthair Mix,White/Cream Tabby,217,0.59,"(-0.001, 2.5]",5,2022,Thursday,11,1,1,Mix,N,Male,104 days 13:12:47.648944,104
84459,A858188,2022-05-26 11:22:00,May-22,8807 Linden Road in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,365,1,"(-0.001, 2.5]",5,2022,Thursday,11,1,1,Mix,N,Female,104 days 13:12:47.648944,104
63496,A858293,2022-05-27 13:41:00,May-22,1430 Frontier Valley in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby,31,0.08,"(-0.001, 2.5]",5,2022,Friday,13,1,1,Mix,N,Female,103 days 10:53:47.648944,103
107172,A858295,2022-05-27 13:56:00,May-22,5904 Libyan Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Brown,365,1,"(-0.001, 2.5]",5,2022,Friday,13,1,1,Mix,N,Male,103 days 10:38:47.648944,103
130193,A857923,2022-05-23 13:07:00,May-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Tan/White,1460,4,"(2.5, 5.0]",5,2022,Monday,13,1,1,Mix,Y,Female,107 days 11:27:47.648944,107
73889,A858665,2022-06-01 17:46:00,Jun-22,Hank Avenue And Redd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Labrador Retriever,Brown Brindle/White,730,2,"(-0.001, 2.5]",6,2022,Wednesday,17,1,1,Purebreed,Y,Female,98 days 06:48:47.648944,98
76739,A858714,2022-06-02 15:39:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Chocolate,1825,5,"(2.5, 5.0]",6,2022,Thursday,15,1,1,Mix,N,Female,97 days 08:55:47.648944,97
113864,A858842,2022-06-07 15:30:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,White/Brown,1460,4,"(2.5, 5.0]",6,2022,Tuesday,15,1,1,Mix,N,Female,92 days 09:04:47.648944,92
102563,A858843,2022-06-04 16:47:00,Jun-22,Dalton Ln And Hwy 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull,White,1460,4,"(2.5, 5.0]",6,2022,Saturday,16,1,1,Purebreed,Y,Male,95 days 07:47:47.648944,95
110410,A858750,2022-06-03 13:00:00,Jun-22,4600 Nuckols Crossing Road in Austin (TX),Stray,Sick,Cat,Intact Female,8 years,Domestic Shorthair,Blue,2920,8,"(7.5, 10.0]",6,2022,Friday,13,1,1,Purebreed,N,Female,96 days 11:34:47.648944,96
138461,A858887,2022-06-06 07:15:00,Jun-22,South Congress in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,Black,730,2,"(-0.001, 2.5]",6,2022,Monday,7,1,1,Purebreed,Y,Male,93 days 17:19:47.648944,93
13895,A858888,2022-07-21 14:43:00,Jul-22,Cedar Park (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black,2920,8,"(7.5, 10.0]",7,2022,Thursday,14,2,2,Mix,N,Female,48 days 09:51:47.648944,48
8593,A858896,2022-06-06 10:21:00,Jun-22,620 And Foundation in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Labrador Retriever Mix,Tan,248,0.68,"(-0.001, 2.5]",6,2022,Monday,10,1,1,Mix,N,Female,93 days 14:13:47.648944,93
21190,A858987,2022-06-07 13:46:00,Jun-22,South Congress Ave And Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby/White,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,13,1,1,Purebreed,N,Male,92 days 10:48:47.648944,92
115148,A858989,2022-06-07 13:46:00,Jun-22,South Congress Ave And Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,13,1,1,Purebreed,N,Male,92 days 10:48:47.648944,92
143442,A859131,2022-08-23 13:02:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White,730,2,"(-0.001, 2.5]",8,2022,Tuesday,13,2,2,Mix,Y,Female,15 days 11:32:47.648944,15
13296,A859004,2022-06-07 15:50:00,Jun-22,9600 Menchaca Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby/White,62,0.17,"(-0.001, 2.5]",6,2022,Tuesday,15,1,1,Purebreed,N,Male,92 days 08:44:47.648944,92
31699,A859030,2022-08-18 16:23:00,Aug-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,Pointer Mix,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,16,2,2,Mix,N,Female,20 days 08:11:47.648944,20
83862,A859191,2022-06-10 07:41:00,Jun-22,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,31,0.08,"(-0.001, 2.5]",6,2022,Friday,7,1,1,Purebreed,N,Male,89 days 16:53:47.648944,89
5896,A859202,2022-06-10 10:41:00,Jun-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 years,Domestic Medium Hair Mix,Blue Tabby,1460,4,"(2.5, 5.0]",6,2022,Friday,10,1,1,Mix,N,Female,89 days 13:53:47.648944,89
64838,A859134,2022-06-09 11:56:00,Jun-22,Berkman And Antone in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,31,0.08,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Mix,N,Male,90 days 12:38:47.648944,90
22950,A859226,2022-06-10 14:20:00,Jun-22,Mcangus And Bacon Strip in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",6,2022,Friday,14,1,1,Purebreed,Y,Male,89 days 10:14:47.648944,89
49958,A859227,2022-06-10 14:20:00,Jun-22,Mcangus And Bacon Strip in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",6,2022,Friday,14,1,1,Purebreed,Y,Female,89 days 10:14:47.648944,89
15982,A859906,2022-06-20 16:32:00,Jun-22,124000 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico,28,0.08,"(-0.001, 2.5]",6,2022,Monday,16,1,1,Mix,N,Female,79 days 08:02:47.648944,79
131077,A859313,2022-06-11 15:39:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",6,2022,Saturday,15,1,1,Purebreed,Y,Female,88 days 08:55:47.648944,88
81558,A859321,2022-06-11 18:08:00,Jun-22,11713 Caithness Way in Austin (TX),Stray,Normal,Cat,Neutered Male,3 weeks,Siamese,Flame Point,21,0.06,"(-0.001, 2.5]",6,2022,Saturday,18,1,1,Purebreed,N,Male,88 days 06:26:47.648944,88
92324,A859322,2022-06-11 18:08:00,Jun-22,11713 Caithness Way in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Siamese,Flame Point,21,0.06,"(-0.001, 2.5]",6,2022,Saturday,18,1,1,Purebreed,N,Female,88 days 06:26:47.648944,88
28326,A859324,2022-06-11 18:08:00,Jun-22,11713 Caithness Way in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,21,0.06,"(-0.001, 2.5]",6,2022,Saturday,18,1,1,Purebreed,N,Female,88 days 06:26:47.648944,88
41714,A859335,2022-06-12 10:16:00,Jun-22,7108 Bethune Dr in Austin (TX),Stray,Injured,Dog,Intact Female,4 months,Siberian Husky/German Shepherd,Black,124,0.34,"(-0.001, 2.5]",6,2022,Sunday,10,1,1,Purebreed,N,Female,87 days 14:18:47.648944,87
88652,A859357,2022-06-13 07:17:00,Jun-22,4434 Frontier Trail in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",6,2022,Monday,7,1,1,Purebreed,N,Female,86 days 17:17:47.648944,86
136014,A859568,2022-06-15 15:31:00,Jun-22,2425 E Stassney Lane in Austin (TX),Public Assist,Medical,Dog,Intact Male,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Wednesday,15,1,1,Purebreed,Y,Male,84 days 09:03:47.648944,84
11387,A859588,2022-06-15 18:03:00,Jun-22,Fireside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Tan/Brown,1095,3,"(2.5, 5.0]",6,2022,Wednesday,18,1,1,Mix,Y,Male,84 days 06:31:47.648944,84
57811,A859589,2022-06-15 18:03:00,Jun-22,Fireside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd Mix,Brown Brindle/Black,1095,3,"(2.5, 5.0]",6,2022,Wednesday,18,1,1,Mix,N,Female,84 days 06:31:47.648944,84
110234,A859757,2022-08-18 11:05:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever,Tan,730,2,"(-0.001, 2.5]",8,2022,Thursday,11,2,2,Purebreed,N,Female,20 days 13:29:47.648944,20
5566,A859777,2022-06-19 08:48:00,Jun-22,Berdoll Pond in Austin (TX),Stray,Sick,Dog,Intact Female,5 years,Pit Bull,Brown,1825,5,"(2.5, 5.0]",6,2022,Sunday,8,1,1,Purebreed,Y,Female,80 days 15:46:47.648944,80
19651,A859823,2022-08-17 20:51:00,Aug-22,709 Lamar Place in Austin (TX),Public Assist,Normal,Dog,Intact Female,11 months,Belgian Malinois,Brown/Black,341,0.93,"(-0.001, 2.5]",8,2022,Wednesday,20,2,2,Purebreed,N,Female,21 days 03:43:47.648944,21
28036,A859828,2022-06-20 09:40:00,Jun-22,8010 North Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,730,2,"(-0.001, 2.5]",6,2022,Monday,9,1,1,Mix,Y,Male,79 days 14:54:47.648944,79
72913,A860047,2022-06-22 12:20:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull Mix,Black/White,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Mix,Y,Male,77 days 12:14:47.648944,77
7635,A860050,2022-06-22 12:20:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Black/White,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebreed,Y,Male,77 days 12:14:47.648944,77
95829,A860061,2022-06-22 13:18:00,Jun-22,13820 Ceylon Tea in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Yellow/White,1095,3,"(2.5, 5.0]",6,2022,Wednesday,13,1,1,Mix,N,Male,77 days 11:16:47.648944,77
69152,A860102,2022-06-22 17:14:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Beagle Mix,Tricolor,2190,6,"(5.0, 7.5]",6,2022,Wednesday,17,1,1,Mix,N,Female,77 days 07:20:47.648944,77
107549,A863681,2022-08-15 11:08:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Great Pyrenees,White,365,1,"(-0.001, 2.5]",8,2022,Monday,11,1,1,Purebreed,N,Male,23 days 13:26:47.648944,23
3654,A860175,2022-06-23 17:00:00,Jun-22,12166 Metric in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,Blue/White,93,0.25,"(-0.001, 2.5]",6,2022,Thursday,17,1,1,Mix,Y,Male,76 days 07:34:47.648944,76
130429,A860181,2022-06-23 19:09:00,Jun-22,11200 Morningstar in Travis (TX),Public Assist,Normal,Dog,Intact Female,9 years,German Shepherd,Brown/Black,3285,9,"(7.5, 10.0]",6,2022,Thursday,19,1,1,Purebreed,N,Female,76 days 05:25:47.648944,76
106003,A860182,2022-06-23 19:09:00,Jun-22,11200 Morningstar in Travis (TX),Public Assist,Normal,Dog,Intact Female,4 years,Cavalier Span,Brown/White,1460,4,"(2.5, 5.0]",6,2022,Thursday,19,1,1,Purebreed,N,Female,76 days 05:25:47.648944,76
114831,A859387,2022-06-13 12:56:00,Jun-22,1704 Nelms Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,365,1,"(-0.001, 2.5]",6,2022,Monday,12,1,1,Mix,N,Male,86 days 11:38:47.648944,86
109573,A859392,2022-06-13 13:44:00,Jun-22,10901 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Brown Brindle/White,186,0.51,"(-0.001, 2.5]",6,2022,Monday,13,1,1,Mix,Y,Female,86 days 10:50:47.648944,86
91842,A859400,2022-06-13 15:20:00,Jun-22,780 South Highway 183 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,31,0.08,"(-0.001, 2.5]",6,2022,Monday,15,1,1,Purebreed,N,Female,86 days 09:14:47.648944,86
123944,A859500,2022-06-14 18:41:00,Jun-22,4801 Quicksilver in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,White/Tricolor,730,2,"(-0.001, 2.5]",6,2022,Tuesday,18,1,1,Mix,N,Male,85 days 05:53:47.648944,85
52003,A859548,2022-06-15 12:01:00,Jun-22,460 Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue,730,2,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebreed,Y,Male,84 days 12:33:47.648944,84
80702,A859996,2022-06-21 17:13:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Belgian Malinois Mix,Brown,2190,6,"(5.0, 7.5]",6,2022,Tuesday,17,1,1,Mix,N,Male,78 days 07:21:47.648944,78
54531,A860032,2022-06-22 11:11:00,Jun-22,15500 Sun Light Near Way in Pflugerville (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan,730,2,"(-0.001, 2.5]",6,2022,Wednesday,11,1,1,Mix,Y,Female,77 days 13:23:47.648944,77
11937,A860042,2022-06-22 12:20:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Sable,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebreed,Y,Male,77 days 12:14:47.648944,77
143549,A860045,2022-06-22 12:20:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Tan/Black,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebreed,Y,Male,77 days 12:14:47.648944,77
4396,A860122,2022-06-23 10:29:00,Jun-22,13740 N Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,10,1,1,Purebreed,Y,Male,76 days 14:05:47.648944,76
111089,A860126,2022-06-23 11:17:00,Jun-22,8312 N I35 Svrd in Austin (TX),Abandoned,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue,730,2,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Mix,Y,Female,76 days 13:17:47.648944,76
107811,A860132,2022-06-23 11:31:00,Jun-22,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Blue,730,2,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Purebreed,N,Female,76 days 13:03:47.648944,76
32185,A860150,2022-06-23 13:17:00,Jun-22,7204 Shannon Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black,730,2,"(-0.001, 2.5]",6,2022,Thursday,13,1,1,Mix,Y,Male,76 days 11:17:47.648944,76
8852,A860165,2022-06-23 16:57:00,Jun-22,600 Barwood Park in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,16,1,1,Purebreed,Y,Female,76 days 07:37:47.648944,76
143224,A860257,2022-07-09 15:41:00,Jul-22,10107 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan/White,730,2,"(-0.001, 2.5]",7,2022,Saturday,15,1,1,Mix,N,Male,60 days 08:53:47.648944,60
67868,A860258,2022-06-22 12:20:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Tan/Black,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebreed,Y,Male,77 days 12:14:47.648944,77
98948,A860259,2022-06-22 12:20:00,Jun-22,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Tricolor,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Mix,Y,Female,77 days 12:14:47.648944,77
34576,A860388,2022-06-27 17:42:00,Jun-22,11704 Gemmer Street in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,28,0.08,"(-0.001, 2.5]",6,2022,Monday,17,1,1,Purebreed,N,Female,72 days 06:52:47.648944,72
58390,A860409,2022-06-28 08:51:00,Jun-22,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,13 years,German Shepherd,Brown/Black,4745,13,"(12.5, 15.0]",6,2022,Tuesday,8,1,1,Purebreed,N,Male,71 days 15:43:47.648944,71
61183,A860419,2022-06-28 11:17:00,Jun-22,107 Masterson in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue Tabby/White,93,0.25,"(-0.001, 2.5]",6,2022,Tuesday,11,1,1,Purebreed,N,Male,71 days 13:17:47.648944,71
74908,A860422,2022-06-28 11:24:00,Jun-22,707 Bedford in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,31,0.08,"(-0.001, 2.5]",6,2022,Tuesday,11,1,1,Mix,N,Male,71 days 13:10:47.648944,71
2499,A860423,2022-06-28 11:24:00,Jun-22,707 Bedford in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,31,0.08,"(-0.001, 2.5]",6,2022,Tuesday,11,1,1,Mix,N,Female,71 days 13:10:47.648944,71
83529,A860224,2022-06-24 15:16:00,Jun-22,1300 Brandt Drive in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,28,0.08,"(-0.001, 2.5]",6,2022,Friday,15,1,1,Mix,N,Male,75 days 09:18:47.648944,75
49248,A860281,2022-07-18 12:51:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,American Bulldog,Tan/White,730,2,"(-0.001, 2.5]",7,2022,Monday,12,2,2,Purebreed,N,Male,51 days 11:43:47.648944,51
124061,A860282,2022-06-25 14:06:00,Jun-22,6002 Melody Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White,730,2,"(-0.001, 2.5]",6,2022,Saturday,14,1,1,Mix,Y,Female,74 days 10:28:47.648944,74
28350,A860285,2022-06-25 14:44:00,Jun-22,1500 Faro Dr Bldg 16 in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,White/Black,93,0.25,"(-0.001, 2.5]",6,2022,Saturday,14,1,1,Mix,Y,Male,74 days 09:50:47.648944,74
143394,A860328,2022-07-25 08:52:00,Jul-22,13313 Briarcreek Loop in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Tricolor,730,2,"(-0.001, 2.5]",7,2022,Monday,8,2,2,Purebreed,Y,Male,44 days 15:42:47.648944,44
11735,A860338,2022-06-27 11:00:00,Jun-22,6408 Betty Cook in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,White/Brown,730,2,"(-0.001, 2.5]",6,2022,Monday,11,1,1,Purebreed,Y,Male,72 days 13:34:47.648944,72
77249,A860449,2022-06-28 15:21:00,Jun-22,16309 Jacobson Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,15,1,1,Purebreed,N,Female,71 days 09:13:47.648944,71
64131,A860451,2022-06-28 15:21:00,Jun-22,16309 Jacobson Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,15,1,1,Purebreed,N,Female,71 days 09:13:47.648944,71
59883,A859939,2022-06-21 10:56:00,Jun-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,White/Black,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,10,1,1,Purebreed,N,Male,78 days 13:38:47.648944,78
113130,A860467,2022-06-28 19:02:00,Jun-22,Harris Branch And Howard Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula Mix,Black/White,730,2,"(-0.001, 2.5]",6,2022,Tuesday,19,1,1,Mix,N,Male,71 days 05:32:47.648944,71
125265,A860490,2022-06-29 10:52:00,Jun-22,Tuscany Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,White,730,2,"(-0.001, 2.5]",6,2022,Wednesday,10,1,1,Purebreed,N,Male,70 days 13:42:47.648944,70
56311,A860495,2022-06-29 11:59:00,Jun-22,6648 Ed Bluestein in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,365,1,"(-0.001, 2.5]",6,2022,Wednesday,11,1,1,Mix,Y,Male,70 days 12:35:47.648944,70
104813,A860617,2022-06-30 18:04:00,Jun-22,5507 Stuart Circle in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Boxer Mix,Red,341,0.93,"(-0.001, 2.5]",6,2022,Thursday,18,1,1,Mix,N,Female,69 days 06:30:47.648944,69
126064,A860622,2022-06-30 21:52:00,Jun-22,12118 Walnut Creek Xing in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown,1095,3,"(2.5, 5.0]",6,2022,Thursday,21,1,1,Mix,Y,Female,69 days 02:42:47.648944,69
137907,A860632,2022-07-01 11:12:00,Jul-22,5909 Walnut Hills Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White/Black,730,2,"(-0.001, 2.5]",7,2022,Friday,11,1,1,Mix,Y,Male,68 days 13:22:47.648944,68
14671,A860633,2022-07-01 10:25:00,Jul-22,1503 Darold in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby,62,0.17,"(-0.001, 2.5]",7,2022,Friday,10,1,1,Purebreed,N,Female,68 days 14:09:47.648944,68
121379,A860570,2022-06-30 11:15:00,Jun-22,Bolm Rd in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,German Shepherd,Brown/Black,730,2,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Purebreed,N,Male,69 days 13:19:47.648944,69
29277,A860579,2022-06-30 12:57:00,Jun-22,Shoreline Drive And Bratton Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Chocolate/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,12,1,1,Purebreed,Y,Male,69 days 11:37:47.648944,69
129779,A860582,2022-06-30 13:44:00,Jun-22,12707 Lamplight Village Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,13,1,1,Mix,N,Female,69 days 10:50:47.648944,69
116408,A860586,2022-06-30 13:44:00,Jun-22,12707 Lamplight Village Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby/White,7,0.02,"(-0.001, 2.5]",6,2022,Thursday,13,1,1,Mix,N,Male,69 days 10:50:47.648944,69
118001,A860592,2022-06-30 15:09:00,Jun-22,5603 Purple Sage in Austin (TX),Stray,Sick,Dog,Intact Male,2 years,Alaskan Husky Mix,White,730,2,"(-0.001, 2.5]",6,2022,Thursday,15,1,1,Mix,N,Male,69 days 09:25:47.648944,69
28020,A859968,2022-06-21 13:16:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Pit Bull Mix,Tan/White,3285,9,"(7.5, 10.0]",6,2022,Tuesday,13,1,1,Mix,Y,Male,78 days 11:18:47.648944,78
122619,A860679,2022-07-01 16:18:00,Jul-22,6600 E Riverside Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Papillon Mix,White/Brown,730,2,"(-0.001, 2.5]",7,2022,Friday,16,1,1,Mix,N,Male,68 days 08:16:47.648944,68
33649,A860728,2022-07-02 14:06:00,Jul-22,2224 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black,28,0.08,"(-0.001, 2.5]",7,2022,Saturday,14,1,1,Mix,N,Male,67 days 10:28:47.648944,67
120759,A860729,2022-07-02 14:06:00,Jul-22,2224 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Black,28,0.08,"(-0.001, 2.5]",7,2022,Saturday,14,1,1,Mix,N,Female,67 days 10:28:47.648944,67
70851,A860889,2022-07-12 18:34:00,Jul-22,1900 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White,730,2,"(-0.001, 2.5]",7,2022,Tuesday,18,1,1,Mix,Y,Female,57 days 06:00:47.648944,57
16510,A860910,2022-07-05 16:47:00,Jul-22,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,10 months,Miniature Schnauzer Mix,Black/White,310,0.85,"(-0.001, 2.5]",7,2022,Tuesday,16,1,1,Mix,N,Male,64 days 07:47:47.648944,64
