index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,age_upon_intake(days),age_upon_intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,main_breed_intake,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter,zipcode_intake,longitude_intake,latitude_intake
108991,A863031,2022-08-03 16:28:00,August 2022,13013 Thome Valley Drive in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,16,1,1,Mix,Domestic Shorthair,N,Female,48 days 03:12:25.734475,48,,,
51975,A863092,2022-08-04 14:06:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Brown Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebred,Domestic Medium Hair,N,Female,47 days 05:34:25.734475,47,,,
284,A862994,2022-08-03 11:40:00,August 2022,Hunter Chase And Parmer in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Pit Bull Terrier,Chocolate/White,730,2,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,American Pit Bull Terrier,Y,Male,48 days 08:00:25.734475,48,,,
49719,A863093,2022-08-04 14:06:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebred,Domestic Shorthair,N,Female,47 days 05:34:25.734475,47,,,
83241,A863146,2022-08-05 11:06:00,August 2022,8652 Nuckols Crossing in Austin (TX),Stray,Normal,Other,Intact Female,2 years,Hotot,White/Black,730,2,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Hotot,N,Female,46 days 08:34:25.734475,46,,,
92579,A863094,2022-08-04 14:06:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebred,Domestic Shorthair,N,Female,47 days 05:34:25.734475,47,,,
124306,A863184,2022-08-05 15:10:00,August 2022,7627 Nez Perce Trce in Travis (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Medium Hair,Orange Tabby,93,0.25,"(-0.001, 2.5]",8,2022,Friday,15,1,1,Purebred,Domestic Medium Hair,N,Male,46 days 04:30:25.734475,46,,,
85839,A863095,2022-08-04 14:33:00,August 2022,19406 Blake Manor Road in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd,Black/Brown,365,1,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebred,German Shepherd,N,Male,47 days 05:07:25.734475,47,,,
68570,A863149,2022-08-05 11:18:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,365,1,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Mix,Domestic Shorthair,N,Female,46 days 08:22:25.734475,46,,,
143639,A863111,2022-08-04 16:47:00,August 2022,Barton Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White,365,1,"(-0.001, 2.5]",8,2022,Thursday,16,1,1,Purebred,Domestic Shorthair,N,Male,47 days 02:53:25.734475,47,,,
123957,A863188,2022-08-05 16:49:00,August 2022,10214 N Interstate Hwy 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White,365,1,"(-0.001, 2.5]",8,2022,Friday,16,1,1,Mix,Pit Bull,Y,Male,46 days 02:51:25.734475,46,,,
16533,A863115,2022-08-04 17:26:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebred,Domestic Shorthair,N,Female,47 days 02:14:25.734475,47,,,
25568,A863202,2022-08-06 09:07:00,August 2022,2505 Dovemeadow Dr in Austin (TX),Stray,Sick,Dog,Intact Male,7 years,Pit Bull Mix,Fawn/White,2555,7,"(5.0, 7.5]",8,2022,Saturday,9,1,1,Mix,Pit Bull,Y,Male,45 days 10:33:25.734475,45,78744,-97.75280626099999,30.191235925000058
69682,A863206,2022-08-06 11:51:00,August 2022,2109 East Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Saturday,11,1,1,Mix,Domestic Shorthair,N,Male,45 days 07:49:25.734475,45,,,
123743,A863208,2022-08-06 12:23:00,August 2022,2807 East 4Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,365,1,"(-0.001, 2.5]",8,2022,Saturday,12,1,1,Mix,Domestic Shorthair,N,Female,45 days 07:17:25.734475,45,,,
91225,A863211,2022-08-06 12:30:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Saturday,12,1,1,Mix,Domestic Shorthair,N,Female,45 days 07:10:25.734475,45,,,
81932,A863157,2022-08-05 11:38:00,August 2022,Holly St And Lynn St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Mix,Domestic Shorthair,N,Male,46 days 08:02:25.734475,46,,,
62612,A863158,2022-08-05 11:48:00,August 2022,Ida Ridge Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White/Black,730,2,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Mix,Pit Bull,Y,Female,46 days 07:52:25.734475,46,,,
65025,A863159,2022-08-05 12:07:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,Domestic Shorthair,N,Male,46 days 07:33:25.734475,46,,,
108727,A863160,2022-08-05 12:07:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,Domestic Shorthair,N,Male,46 days 07:33:25.734475,46,,,
107201,A863161,2022-08-05 12:07:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,31,0.08,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,Domestic Shorthair,N,Female,46 days 07:33:25.734475,46,,,
90492,A863172,2022-08-19 18:08:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Catahoula Mix,Brown Merle/White,730,2,"(-0.001, 2.5]",8,2022,Friday,18,2,2,Mix,Catahoula,N,Male,32 days 01:32:25.734475,32,,,
29771,A863212,2022-08-06 12:30:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Brown Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Saturday,12,1,1,Mix,Domestic Shorthair,N,Male,45 days 07:10:25.734475,45,,,
109024,A863116,2022-08-04 18:03:00,August 2022,908 Cougar Cove in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Purebred,Domestic Shorthair,N,Male,47 days 01:37:25.734475,47,78745,-97.78557842299995,30.20844074400003
12730,A863218,2022-08-06 13:58:00,August 2022,5501 Ross Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White,730,2,"(-0.001, 2.5]",8,2022,Saturday,13,1,1,Mix,Pit Bull,Y,Male,45 days 05:42:25.734475,45,,,
117307,A863182,2022-08-05 15:07:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Australian Kelpie Mix,Black/Brown Brindle,1095,3,"(2.5, 5.0]",8,2022,Friday,15,1,1,Mix,Australian Kelpie,N,Female,46 days 04:33:25.734475,46,,,
78113,A863126,2022-08-04 18:42:00,August 2022,9001 Northgate in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,365,1,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Mix,Domestic Shorthair,N,Female,47 days 00:58:25.734475,47,,,
89385,A863262,2022-08-07 15:57:00,August 2022,8201 Corrigan Pass in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Siberian Husky/German Shepherd,Black/White,730,2,"(-0.001, 2.5]",8,2022,Sunday,15,1,1,Purebred,Siberian Husky,N,Male,44 days 03:43:25.734475,44,,,
52941,A863129,2022-08-04 18:42:00,August 2022,9001 Northgate in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair Mix,Orange Tabby,0,0,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Mix,Domestic Shorthair,N,Male,47 days 00:58:25.734475,47,,,
137953,A863321,2022-08-08 15:38:00,August 2022,1500 Faro Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair,Blue Tabby,730,2,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebred,Domestic Medium Hair,N,Female,43 days 04:02:25.734475,43,,,
91503,A863322,2022-08-08 15:38:00,August 2022,1500 Faro Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Blue Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebred,Domestic Medium Hair,N,Male,43 days 04:02:25.734475,43,,,
25439,A863130,2022-08-04 18:42:00,August 2022,9001 Northgate in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair Mix,Orange Tabby,0,0,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Mix,Domestic Shorthair,N,Male,47 days 00:58:25.734475,47,,,
112360,A863323,2022-08-08 15:38:00,August 2022,1500 Faro Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebred,Domestic Medium Hair,N,Male,43 days 04:02:25.734475,43,,,
143501,A863304,2022-08-29 14:12:00,August 2022,Outside Jurisdiction,Owner Surrender,Normal,Other,Intact Female,2 years,Californian,White/Brown,730,2,"(-0.001, 2.5]",8,2022,Monday,14,2,2,Purebred,Californian,N,Female,22 days 05:28:25.734475,22,,,
126121,A863131,2022-08-04 18:42:00,August 2022,9001 Northgate in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair Mix,Orange Tabby,0,0,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Mix,Domestic Shorthair,N,Male,47 days 00:58:25.734475,47,,,
56589,A863324,2022-08-08 15:38:00,August 2022,1500 Faro Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Blue Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebred,Domestic Medium Hair,N,Female,43 days 04:02:25.734475,43,,,
35120,A863132,2022-08-04 18:42:00,August 2022,9001 Northgate in Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair Mix,Orange Tabby,0,0,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Mix,Domestic Shorthair,N,Male,47 days 00:58:25.734475,47,,,
36692,A863326,2022-08-08 17:51:00,August 2022,4570 W Village Ct in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Californian,White/Gray,365,1,"(-0.001, 2.5]",8,2022,Monday,17,1,1,Purebred,Californian,N,Male,43 days 01:49:25.734475,43,78744,-97.74679906299997,30.192112232000056
143496,A863328,2022-08-08 17:51:00,August 2022,4570 W Village Ct in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Californian,White/Gray,365,1,"(-0.001, 2.5]",8,2022,Monday,17,1,1,Purebred,Californian,N,Female,43 days 01:49:25.734475,43,,,
63303,A863369,2022-08-09 12:00:00,August 2022,1218 Bonnie Bae St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Purebred,Pit Bull,Y,Female,42 days 07:40:25.734475,42,78753,-97.67752422799998,30.35810407400004
107687,A863370,2022-08-09 12:00:00,August 2022,Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle,365,1,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Mix,Pit Bull,Y,Female,42 days 07:40:25.734475,42,,,
64400,A863371,2022-08-09 12:00:00,August 2022,Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,730,2,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Mix,Labrador Retriever,N,Male,42 days 07:40:25.734475,42,,,
33401,A863430,2022-08-10 11:30:00,August 2022,6708 Tampa Cv in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Male,41 days 08:10:25.734475,41,,,
143692,A863375,2022-08-09 12:19:00,August 2022,10401 North Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Purebred,Domestic Shorthair,N,Female,42 days 07:21:25.734475,42,,,
46044,A863365,2022-08-09 11:33:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,Domestic Shorthair,Black/White,1095,3,"(2.5, 5.0]",8,2022,Tuesday,11,1,1,Purebred,Domestic Shorthair,N,Female,42 days 08:07:25.734475,42,,,
117822,A863431,2022-08-10 11:30:00,August 2022,6708 Tampa Cv in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Tortie,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Female,41 days 08:10:25.734475,41,,,
63863,A863485,2022-08-11 08:29:00,August 2022,2512 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Brown/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,8,1,1,Purebred,Boxer,N,Male,40 days 11:11:25.734475,40,,,
74740,A863376,2022-08-09 12:33:00,August 2022,7600 Metropolis Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd,Tan/Black,365,1,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Purebred,German Shepherd,N,Male,42 days 07:07:25.734475,42,78744,-97.70557414099994,30.20458512700003
119578,A863435,2022-08-10 12:06:00,August 2022,15024 Breccia Rd in Manor (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd,Black,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebred,German Shepherd,N,Female,41 days 07:34:25.734475,41,,,
143696,A863377,2022-08-09 12:19:00,August 2022,10401 North Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Purebred,Domestic Shorthair,N,Female,42 days 07:21:25.734475,42,,,
66968,A863486,2022-08-11 08:03:00,August 2022,8225 State Highway 71 in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Cream Tabby/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,8,1,1,Purebred,Domestic Shorthair,N,Male,40 days 11:37:25.734475,40,,,
143693,A863378,2022-08-09 12:19:00,August 2022,10401 North Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Purebred,Domestic Shorthair,N,Female,42 days 07:21:25.734475,42,,,
38683,A863437,2022-08-10 12:06:00,August 2022,15024 Breccia Rd in Manor (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd,Black/Tan,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebred,German Shepherd,N,Male,41 days 07:34:25.734475,41,,,
143695,A863379,2022-08-09 12:19:00,August 2022,10401 North Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black Tabby/Black Smoke,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,12,1,1,Purebred,Domestic Shorthair,N,Female,42 days 07:21:25.734475,42,,,
143538,A863487,2022-08-11 09:24:00,August 2022,7101 Howerington Cir in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Border Collie/Labrador Retriever,White/Black,365,1,"(-0.001, 2.5]",8,2022,Thursday,9,1,1,Purebred,Border Collie,N,Male,40 days 10:16:25.734475,40,78724,-97.64522621999998,30.30443406300003
91918,A863438,2022-08-10 12:06:00,August 2022,15024 Breccia Rd in Manor (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd,Black/Tan,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebred,German Shepherd,N,Male,41 days 07:34:25.734475,41,,,
70513,A863492,2022-08-11 11:27:00,August 2022,5721 Alsace Trail in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Calico,124,0.34,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebred,Domestic Shorthair,N,Female,40 days 08:13:25.734475,40,,,
61189,A863439,2022-08-10 12:06:00,August 2022,15024 Breccia Rd in Manor (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd,Black/Tan,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebred,German Shepherd,N,Female,41 days 07:34:25.734475,41,,,
75606,A863390,2022-08-09 14:27:00,August 2022,5604 Valiant Cove in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Brown/White,730,2,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebred,American Pit Bull Terrier,Y,Male,42 days 05:13:25.734475,42,78749,-97.85256501699996,30.233947708000073
136280,A863440,2022-08-10 12:06:00,August 2022,15024 Breccia Rd in Manor (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd,Black/Tan,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebred,German Shepherd,N,Female,41 days 07:34:25.734475,41,,,
45560,A863391,2022-08-09 15:21:00,August 2022,507 South 1St Street in Austin (TX),Public Assist,Normal,Dog,Neutered Male,14 years,Chihuahua Shorthair,Brown,5110,14,"(12.5, 15.0]",8,2022,Tuesday,15,1,1,Purebred,Chihuahua Shorthair,N,Male,42 days 04:19:25.734475,42,78704,-97.75016396699999,30.258209572000055
143457,A863506,2022-08-11 13:12:00,August 2022,5410 Pepper Tree Parkway in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Black/Tan Hound,Black/Tan,730,2,"(-0.001, 2.5]",8,2022,Thursday,13,1,1,Purebred,Black,N,Female,40 days 06:28:25.734475,40,78744,-97.75287643399997,30.196949526000026
8393,A863442,2022-08-10 13:36:00,August 2022,4402 Magin Meadow Dr in Austin (TX),Stray,Sick,Cat,Intact Male,2 months,Domestic Longhair,Black,62,0.17,"(-0.001, 2.5]",8,2022,Wednesday,13,1,1,Purebred,Domestic Longhair,N,Male,41 days 06:04:25.734475,41,78744,-97.75987722199994,30.179300142000045
141555,A863510,2022-08-11 13:54:00,August 2022,13101 Tesla Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Fawn/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,13,1,1,Purebred,Pit Bull,Y,Male,40 days 05:46:25.734475,40,,,
88182,A863443,2022-08-10 13:06:00,August 2022,19813 Perlange Pass in Manor (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby,730,2,"(-0.001, 2.5]",8,2022,Wednesday,13,1,1,Purebred,Domestic Shorthair,N,Male,41 days 06:34:25.734475,41,78653,-97.50968319799995,30.357591520000028
84351,A863526,2022-08-11 16:30:00,August 2022,7259 Wardman Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever,Red,730,2,"(-0.001, 2.5]",8,2022,Thursday,16,1,1,Purebred,Labrador Retriever,N,Male,40 days 03:10:25.734475,40,,,
12746,A863444,2022-08-10 13:00:00,August 2022,6515 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Russian Blue Mix,Blue,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,13,1,1,Mix,Russian Blue,N,Male,41 days 06:40:25.734475,41,,,
16479,A863528,2022-08-11 16:49:00,August 2022,Oak Hill in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,White/Brown Brindle,730,2,"(-0.001, 2.5]",8,2022,Thursday,16,1,1,Purebred,Pit Bull,Y,Male,40 days 02:51:25.734475,40,,,
82744,A863534,2022-08-11 18:31:00,August 2022,4600 Elmont Dr in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Guinea Pig,Black/Red,365,1,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Purebred,Guinea Pig,N,Male,40 days 01:09:25.734475,40,,,
64415,A863449,2022-08-10 13:52:00,August 2022,Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pointer,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Wednesday,13,1,1,Purebred,Pointer,N,Male,41 days 05:48:25.734475,41,,,
143710,A863452,2022-08-31 11:55:00,August 2022,4200 Brookview in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,German Shepherd,White,310,0.85,"(-0.001, 2.5]",8,2022,Wednesday,11,2,2,Purebred,German Shepherd,N,Female,20 days 07:45:25.734475,20,,,
328,A863535,2022-08-11 18:31:00,August 2022,4600 Elmont Dr in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Guinea Pig,Brown,365,1,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Purebred,Guinea Pig,N,Female,40 days 01:09:25.734475,40,,,
38950,A863455,2022-08-10 15:03:00,August 2022,4300 Caldwell Lane in Travis (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Calico,730,2,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Female,41 days 04:37:25.734475,41,,,
71990,A863536,2022-08-11 18:31:00,August 2022,E Ben White Blvd And S Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Thursday,18,1,1,Purebred,Domestic Shorthair,N,Male,40 days 01:09:25.734475,40,,,
66497,A863457,2022-08-10 15:03:00,August 2022,4300 Caldwell Lane in Travis (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair,Black/White,7,0.02,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Male,41 days 04:37:25.734475,41,,,
23755,A863459,2022-08-10 15:03:00,August 2022,4300 Caldwell Lane in Travis (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair,White/Black,7,0.02,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Female,41 days 04:37:25.734475,41,,,
18362,A863545,2022-08-12 11:37:00,August 2022,2103 West Slaughter Lane in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Mastiff,Brown,365,1,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Mastiff,N,Male,39 days 08:03:25.734475,39,,,
113106,A863460,2022-08-10 15:03:00,August 2022,4300 Caldwell Lane in Travis (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair,Orange/White,7,0.02,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Female,41 days 04:37:25.734475,41,,,
62235,A863547,2022-08-12 11:07:00,August 2022,New Trail in Travis (TX),Stray,Normal,Dog,Neutered Male,4 years,Border Collie/Australian Shepherd,Black/White,1460,4,"(2.5, 5.0]",8,2022,Friday,11,1,1,Purebred,Border Collie,N,Male,39 days 08:33:25.734475,39,,,
46081,A863465,2022-08-10 16:35:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 months,Plott Hound,Brown Merle/White,155,0.42,"(-0.001, 2.5]",8,2022,Wednesday,16,1,1,Purebred,Plott Hound,N,Female,41 days 03:05:25.734475,41,,,
96495,A863470,2022-08-10 18:20:00,August 2022,1200 Mustang Drive in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,18,1,1,Purebred,Domestic Shorthair,N,Male,41 days 01:20:25.734475,41,,,
116737,A863471,2022-08-10 18:20:00,August 2022,1200 Mustang Drive in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,18,1,1,Purebred,Domestic Shorthair,N,Male,41 days 01:20:25.734475,41,,,
127893,A863559,2022-08-12 13:12:00,August 2022,8054 Exchange in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Australian Kelpie/Siberian Husky,Black/White,155,0.42,"(-0.001, 2.5]",8,2022,Friday,13,1,1,Purebred,Australian Kelpie,N,Female,39 days 06:28:25.734475,39,78754,-97.66467556899994,30.333257742000058
15487,A863429,2022-08-10 11:30:00,August 2022,6708 Tampa Cv in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Female,41 days 08:10:25.734475,41,78723,-97.67018321199998,30.312227263000068
19448,A863472,2022-08-10 18:20:00,August 2022,1200 Mustang Drive in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,18,1,1,Purebred,Domestic Shorthair,N,Male,41 days 01:20:25.734475,41,,,
29025,A863588,2022-08-12 18:10:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,German Shepherd,Black/Tan,730,2,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,German Shepherd,N,Female,39 days 01:30:25.734475,39,,,
110747,A863593,2022-08-13 09:05:00,August 2022,1606 Rutland Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 months,Labrador Retriever,Brown,62,0.17,"(-0.001, 2.5]",8,2022,Saturday,9,1,1,Purebred,Labrador Retriever,N,Male,38 days 10:35:25.734475,38,78758,-97.71029736099996,30.371588210000027
103851,A863573,2022-08-12 15:37:00,August 2022,701 Woodward Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,62,0.17,"(-0.001, 2.5]",8,2022,Friday,15,1,1,Purebred,Domestic Shorthair,N,Male,39 days 04:03:25.734475,39,,,
64900,A863574,2022-08-12 15:37:00,August 2022,701 Woodward Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Orange Tabby,62,0.17,"(-0.001, 2.5]",8,2022,Friday,15,1,1,Purebred,Domestic Shorthair,N,Female,39 days 04:03:25.734475,39,,,
