index_id_intake,animal_id_intake,breed_category,breed_consolidated,breed_group,breed_contains_pitbull,color_consolidated,intake_type,intake_condition,sex_upon_intake_subtype,age_intake(days),age_intake(years),age_range_intake,intake_date,intake_month,intake_day1,intake_year,intake_numeric_weekday,intake_hour,outcome_date,outcome_month,outcome_day,outcome_year,outcome_weekday,age_outcome(days),age_upon_outcome(years),age_range_outcome,days_in_shelter,outcome,zipcode,population,population_density,land_area_in_sqmi,housing_units,median_household_income,Male_Population,Female_Population,Less_than_high_school,High_School_Graduate,Associates_degree,Bachelors_degree,Masters_degree,Professional_school_degree,Doctorate_degree,Race_white,Race_black_African_American,Race_American_Indian_Alaskan_native,Race_Asian,Race_Native_Hawaiian_Pacific_Islander,Race-Other,Race_Two_or_more
136869,A794704,Purebred,terrier,terrier,N,Black,Stray,Normal,Male,124,0.34,"(-0.001, 2.5]",5/11/2019,5,11,2019,5,11,5/15/2019,5,15,2019,Wednesday,155,0.42,"(-0.001, 2.5]",4,Success,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
42996,A794737,Purebred,herding,working-herding,N,White/Black or Brown,Owner Surrender,Normal,Male,5110,14,"(12.5, 15.0]",5/11/2019,5,11,2019,5,15,5/19/2019,5,19,2019,Sunday,5121,14.03,"(12.5, 15.0]",8,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
18927,A794750,Purebred,terrier,terrier,N,Black,Stray,Aged,Male,4015,11,"(10.0, 12.5]",5/11/2019,5,11,2019,5,16,6/2/2019,6,2,2019,Sunday,4398,12.05,"(10.0, 12.5]",21,Success,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
91501,A794899,Purebred,retriever,sporting,N,Black/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",5/13/2019,5,13,2019,0,16,5/19/2019,5,19,2019,Sunday,371,1.02,"(-0.001, 2.5]",6,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
75795,A794946,Mix,terrier,terrier,N,Black/Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",5/14/2019,5,14,2019,1,12,5/29/2019,5,29,2019,Wednesday,745,2.04,"(-0.001, 2.5]",15,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
90499,A794969,Purebred,terrier,terrier,N,Tan/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",5/14/2019,5,14,2019,1,14,5/18/2019,5,18,2019,Saturday,734,2.01,"(-0.001, 2.5]",4,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
84099,A794976,Mix,chihuahua ,toy,N,Black/White,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",5/14/2019,5,14,2019,1,17,5/18/2019,5,18,2019,Saturday,65,0.18,"(-0.001, 2.5]",4,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
50499,A795046,Purebred,terrier,terrier,N,Tan/White,Stray,Normal,Male,62,0.17,"(-0.001, 2.5]",5/15/2019,5,15,2019,2,14,5/20/2019,5,20,2019,Monday,94,0.26,"(-0.001, 2.5]",5,Success,78754,15036,1135,13.25,6492,54896,7464,7572,924,5038,698,2516,902,97,127,7504,3068,113,1808,19,1887,637
17054,A795202,Purebred,retriever,sporting,N,Black/White,Stray,Normal,Male,217,0.59,"(-0.001, 2.5]",5/17/2019,5,17,2019,4,14,5/25/2019,5,25,2019,Saturday,250,0.68,"(-0.001, 2.5]",7,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
23163,A795219,Purebred,hound,hound,N,Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",5/17/2019,5,17,2019,4,16,5/28/2019,5,28,2019,Tuesday,376,1.03,"(-0.001, 2.5]",11,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
94780,A795232,Purebred,Malinois/German Shepherd,working-herding,N,Black/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",5/18/2019,5,18,2019,5,10,5/27/2019,5,27,2019,Monday,739,2.02,"(-0.001, 2.5]",9,Success,78728,20299,2503,8.11,10240,48612,10015,10284,1147,5940,1370,3850,1475,199,138,12596,2843,137,1976,25,1848,874
83909,A795233,Mix,nonsporting,Nonsporting,N,Black,Stray,Other,Female,730,2,"(-0.001, 2.5]",5/18/2019,5,18,2019,5,10,5/29/2019,5,29,2019,Wednesday,741,2.03,"(-0.001, 2.5]",11,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
112491,A795238,Mix,pit bull,pit bull,N,Tan/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",5/18/2019,5,18,2019,5,11,5/27/2019,5,27,2019,Monday,374,1.02,"(-0.001, 2.5]",9,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
75931,A795256,Purebred,Malinois/German Shepherd,working-herding,N,White/Black or Brown,Stray,Normal,Female,62,0.17,"(-0.001, 2.5]",5/18/2019,5,18,2019,5,14,5/22/2019,5,22,2019,Wednesday,93,0.25,"(-0.001, 2.5]",4,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
125922,A795265,Purebred,working,working,N,Red/Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",5/27/2019,5,27,2019,0,12,6/5/2019,6,5,2019,Wednesday,564,1.55,"(-0.001, 2.5]",9,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
35340,A795274,Purebred,hound,hound,N,Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",5/18/2019,5,18,2019,5,16,5/25/2019,5,25,2019,Saturday,737,2.02,"(-0.001, 2.5]",7,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
92073,A795283,Purebred,toy,toy,N,Red/Other,Stray,Normal,Male,5110,14,"(12.5, 15.0]",5/18/2019,5,18,2019,5,18,11/30/2019,11,30,2019,Saturday,5551,15.21,"(15.0, 17.5]",195,Success,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
5912,A795324,Purebred,retriever,sporting,N,Black,Owner Surrender,Normal,Female,31,0.08,"(-0.001, 2.5]",5/19/2019,5,19,2019,6,14,5/21/2019,5,21,2019,Tuesday,63,0.17,"(-0.001, 2.5]",2,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
121055,A795337,Purebred,pit bull,terrier,Y,Tan/Tan Mix,Stray,Normal,Male,730,2,"(-0.001, 2.5]",5/19/2019,5,19,2019,6,14,7/21/2019,7,21,2019,Sunday,793,2.17,"(-0.001, 2.5]",62,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
99086,A795399,Mix,toy,toy,N,Tan/Tan Mix,Stray,Normal,Male,365,1,"(-0.001, 2.5]",5/20/2019,5,20,2019,0,11,5/25/2019,5,25,2019,Saturday,370,1.01,"(-0.001, 2.5]",5,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
78540,A795412,Purebred,pointer,sporting,N,White/Black or Brown,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/13/2021,4,13,2021,1,16,4/20/2021,4,20,2021,Tuesday,821,2.25,"(-0.001, 2.5]",6,Success,78749,34449,3421,10.07,14857,84907,16863,17586,608,7176,1572,9571,3755,725,633,27894,1129,186,2700,34,1442,1064
7546,A795452,Mix,terrier,terrier,N,Black/Other,Stray,Normal,Male,31,0.08,"(-0.001, 2.5]",5/20/2019,5,20,2019,0,16,5/28/2019,5,28,2019,Tuesday,63,0.17,"(-0.001, 2.5]",8,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
59748,A795466,Purebred,retriever,sporting,N,Black,Stray,Normal,Female,93,0.25,"(-0.001, 2.5]",5/20/2019,5,20,2019,0,18,5/26/2019,5,26,2019,Sunday,126,0.35,"(-0.001, 2.5]",5,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
59560,A795506,Mix,hound,hound,N,Brown,Stray,Normal,Female,217,0.59,"(-0.001, 2.5]",5/21/2019,5,21,2019,1,13,5/25/2019,5,25,2019,Saturday,246,0.67,"(-0.001, 2.5]",4,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
95516,A795520,Purebred,hound,hound,N,Black/Other,Owner Surrender,Normal,Male,3285,9,"(7.5, 10.0]",5/31/2019,5,31,2019,4,14,6/6/2019,6,6,2019,Thursday,3303,9.05,"(7.5, 10.0]",5,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
142945,A795629,Purebred,pit bull,terrier,Y,Tan/Tan Mix,Owner Surrender,Normal,Male,730,2,"(-0.001, 2.5]",5/22/2019,5,22,2019,2,16,6/14/2019,6,14,2019,Friday,753,2.06,"(-0.001, 2.5]",23,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
47242,A795673,Purebred,herding,working-herding,N,Brown/White,Stray,Normal,Female,1460,4,"(2.5, 5.0]",5/23/2019,5,23,2019,3,12,5/29/2019,5,29,2019,Wednesday,1467,4.02,"(2.5, 5.0]",6,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
38412,A795687,Purebred,terrier,terrier,N,Tan/Tan Mix,Stray,Nursing,Female,31,0.08,"(-0.001, 2.5]",5/23/2019,5,23,2019,3,14,7/3/2019,7,3,2019,Wednesday,78,0.21,"(-0.001, 2.5]",40,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
57918,A795711,Mix,nonsporting,terrier,N,Black/White,Stray,Normal,Female,186,0.51,"(-0.001, 2.5]",5/23/2019,5,23,2019,3,15,5/30/2019,5,30,2019,Thursday,212,0.58,"(-0.001, 2.5]",7,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
38563,A795717,Purebred,hound,hound,N,Tan/White,Stray,Normal,Female,155,0.42,"(-0.001, 2.5]",5/23/2019,5,23,2019,3,16,5/30/2019,5,30,2019,Thursday,173,0.47,"(-0.001, 2.5]",7,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
437,A795742,Purebred,terrier,terrier,N,White/Black or Brown,Stray,Normal,Male,730,2,"(-0.001, 2.5]",5/24/2019,5,24,2019,4,10,5/29/2019,5,29,2019,Wednesday,735,2.01,"(-0.001, 2.5]",5,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
13433,A795809,Mix,retriever,sporting,N,Brown/White,Stray,Normal,Male,62,0.17,"(-0.001, 2.5]",5/24/2019,5,24,2019,4,18,5/30/2019,5,30,2019,Thursday,68,0.19,"(-0.001, 2.5]",6,Success,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
55865,A795880,Purebred,herding,working-herding,N,Tan/White,Stray,Normal,Male,279,0.76,"(-0.001, 2.5]",5/25/2019,5,25,2019,5,15,6/1/2019,6,1,2019,Saturday,311,0.85,"(-0.001, 2.5]",7,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
108431,A796021,Mix,retriever,sporting,N,Tan/Tan Mix,Stray,Normal,Female,730,2,"(-0.001, 2.5]",5/27/2019,5,27,2019,0,15,6/3/2019,6,3,2019,Monday,737,2.02,"(-0.001, 2.5]",7,Success,78703,19690,3529,5.58,10425,80569,9744,9946,109,1932,223,6595,3315,2016,611,17479,259,72,1167,7,307,399
32788,A796062,Mix,Malinois/German Shepherd,working-herding,N,Black/Other,Stray,Normal,Female,186,0.51,"(-0.001, 2.5]",5/28/2019,5,28,2019,1,12,6/7/2019,6,7,2019,Friday,220,0.6,"(-0.001, 2.5]",10,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
127352,A796063,Purebred,Malinois/German Shepherd,working-herding,N,Brown/Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",5/28/2019,5,28,2019,1,12,6/3/2019,6,3,2019,Monday,371,1.02,"(-0.001, 2.5]",6,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
56456,A796124,Purebred,terrier,terrier,N,Brown/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",5/29/2019,5,29,2019,2,11,6/2/2019,6,2,2019,Sunday,369,1.01,"(-0.001, 2.5]",4,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
40221,A796207,Mix,pointer,sporting,N,Brown/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",5/30/2019,5,30,2019,3,11,6/10/2019,6,10,2019,Monday,376,1.03,"(-0.001, 2.5]",11,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
33690,A796277,Purebred,chihuahua ,toy,N,White,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",5/30/2019,5,30,2019,3,17,7/8/2019,7,8,2019,Monday,76,0.21,"(-0.001, 2.5]",38,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
9138,A796295,Mix,hound,hound,N,Brown/Other,Stray,Normal,Male,124,0.34,"(-0.001, 2.5]",5/31/2019,5,31,2019,4,11,6/4/2019,6,4,2019,Tuesday,155,0.42,"(-0.001, 2.5]",4,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
132725,A796349,Purebred,retriever,sporting,N,Black/White,Stray,Normal,Male,1825,5,"(2.5, 5.0]",5/31/2019,5,31,2019,4,15,6/13/2019,6,13,2019,Thursday,1839,5.04,"(5.0, 7.5]",12,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
20704,A796358,Mix,toy,toy,N,Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",5/31/2019,5,31,2019,4,16,6/4/2019,6,4,2019,Tuesday,369,1.01,"(-0.001, 2.5]",3,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
29259,A796368,Mix,guardian,working,N,Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",5/31/2019,5,31,2019,4,18,6/12/2019,6,12,2019,Wednesday,377,1.03,"(-0.001, 2.5]",11,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
19408,A796391,Mix,guardian,working,N,Brown,Owner Surrender,Normal,Female,365,1,"(-0.001, 2.5]",6/30/2019,6,30,2019,6,17,7/7/2019,7,7,2019,Sunday,401,1.1,"(-0.001, 2.5]",7,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
138303,A796394,Purebred,pit bull,terrier,Y,Brindle,Stray,Injured,Male,730,2,"(-0.001, 2.5]",6/1/2019,6,1,2019,5,11,11/12/2019,11,12,2019,Tuesday,894,2.45,"(-0.001, 2.5]",164,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
65997,A796395,Purebred,pit bull,terrier,Y,Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",6/1/2019,6,1,2019,5,11,7/3/2019,7,3,2019,Wednesday,397,1.09,"(-0.001, 2.5]",32,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
135563,A796401,Purebred,chihuahua ,toy,N,Brown/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/1/2019,6,1,2019,5,11,6/6/2019,6,6,2019,Thursday,370,1.01,"(-0.001, 2.5]",5,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
13194,A796459,Purebred,retriever,sporting,N,White,Stray,Injured,Male,3650,10,"(7.5, 10.0]",6/2/2019,6,2,2019,6,7,8/8/2019,8,8,2019,Thursday,3719,10.19,"(10.0, 12.5]",67,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
77325,A796519,Mix,Malinois/German Shepherd,working-herding,N,Brown/Other,Stray,Normal,Male,31,0.08,"(-0.001, 2.5]",6/2/2019,6,2,2019,6,14,6/6/2019,6,6,2019,Thursday,65,0.18,"(-0.001, 2.5]",4,Success,78734,17655,881,20.04,8345,87300,8943,8712,761,4984,591,4408,1497,301,242,15787,148,73,291,11,988,357
138432,A796587,Purebred,pit bull,terrier,Y,Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/3/2019,6,3,2019,0,12,6/12/2019,6,12,2019,Wednesday,374,1.02,"(-0.001, 2.5]",9,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
117154,A796624,Mix,nonsporting,nonsporting,N,White/Black or Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/3/2019,6,3,2019,0,15,6/9/2019,6,9,2019,Sunday,371,1.02,"(-0.001, 2.5]",6,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
100994,A796665,Purebred,pit bull,terrier,Y,Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",6/4/2019,6,4,2019,1,7,6/10/2019,6,10,2019,Monday,371,1.02,"(-0.001, 2.5]",6,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
101675,A796676,Mix,working,working,N,Black/White,Stray,Normal,Female,93,0.25,"(-0.001, 2.5]",6/4/2019,6,4,2019,1,10,6/8/2019,6,8,2019,Saturday,96,0.26,"(-0.001, 2.5]",4,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
5895,A796679,Purebred,terrier,terrier,N,Black,Stray,Normal,Male,31,0.08,"(-0.001, 2.5]",6/4/2019,6,4,2019,1,11,2/20/2020,2,20,2020,Thursday,299,0.82,"(-0.001, 2.5]",261,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
39499,A796681,Purebred,terrier,terrier,N,Black,Stray,Normal,Male,31,0.08,"(-0.001, 2.5]",6/4/2019,6,4,2019,1,12,6/8/2019,6,8,2019,Saturday,57,0.16,"(-0.001, 2.5]",4,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
50846,A796683,Purebred,toy,toy,N,Other,Owner Surrender,Normal,Male,2920,8,"(7.5, 10.0]",6/4/2019,6,4,2019,1,11,6/6/2019,6,6,2019,Thursday,3075,8.42,"(7.5, 10.0]",2,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
11781,A796727,Purebred,terrier,terrier,N,White/Other,Stray,Normal,Male,2190,6,"(5.0, 7.5]",6/4/2019,6,4,2019,1,17,6/9/2019,6,9,2019,Sunday,2196,6.02,"(5.0, 7.5]",4,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
73142,A796748,Purebred,herding,working-herding,Y,White/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/4/2019,6,4,2019,1,18,7/6/2019,7,6,2019,Saturday,397,1.09,"(-0.001, 2.5]",31,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
76927,A796763,Purebred,terrier,terrier,N,White/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/5/2019,6,5,2019,2,10,6/9/2019,6,9,2019,Sunday,369,1.01,"(-0.001, 2.5]",4,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
108934,A796801,Purebred,retriever,sporting,N,Black/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/5/2019,6,5,2019,2,14,6/16/2019,6,16,2019,Sunday,376,1.03,"(-0.001, 2.5]",11,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
89550,A796810,Purebred,terrier,terrier,N,White/Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",6/5/2019,6,5,2019,2,14,6/16/2019,6,16,2019,Sunday,741,2.03,"(-0.001, 2.5]",11,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
26531,A796861,Purebred,working,working,N,Other,Stray,Normal,Male,2190,6,"(5.0, 7.5]",6/6/2019,6,6,2019,3,12,6/16/2019,6,16,2019,Sunday,2201,6.03,"(5.0, 7.5]",10,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
3876,A796883,Mix,guardian,working,N,Tan/Tan Mix,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",6/6/2019,6,6,2019,3,15,6/10/2019,6,10,2019,Monday,65,0.18,"(-0.001, 2.5]",4,Success,78754,15036,1135,13.25,6492,54896,7464,7572,924,5038,698,2516,902,97,127,7504,3068,113,1808,19,1887,637
74615,A796890,Purebred,retriever,sporting,N,Tan/Tan Mix,Stray,Normal,Female,62,0.17,"(-0.001, 2.5]",6/6/2019,6,6,2019,3,18,6/10/2019,6,10,2019,Monday,80,0.22,"(-0.001, 2.5]",3,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
140550,A796942,Mix,hound,hound,N,Brown/Other,Owner Surrender,Normal,Female,730,2,"(-0.001, 2.5]",6/7/2019,6,7,2019,4,14,6/14/2019,6,14,2019,Friday,737,2.02,"(-0.001, 2.5]",7,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
73974,A797086,Purebred,guardian,working,N,Black/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",6/9/2019,6,9,2019,6,11,6/13/2019,6,13,2019,Thursday,734,2.01,"(-0.001, 2.5]",4,Success,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
22913,A797177,Mix,herding,working-herding,N,Black/White,Stray,Normal,Female,124,0.34,"(-0.001, 2.5]",6/10/2019,6,10,2019,0,14,6/14/2019,6,14,2019,Friday,155,0.42,"(-0.001, 2.5]",4,Success,78725,6083,346,17.57,1978,52381,2988,3095,1890,2481,120,597,127,0,15,2924,1838,96,55,13,970,187
77444,A797178,Purebred,retriever,sporting,N,Brown,Stray,Normal,Male,730,2,"(-0.001, 2.5]",6/10/2019,6,10,2019,0,13,6/29/2019,6,29,2019,Saturday,749,2.05,"(-0.001, 2.5]",19,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
11634,A797210,Mix,Malinois/German Shepherd,working-herding,N,Brown/White,Stray,Normal,Female,186,0.51,"(-0.001, 2.5]",6/10/2019,6,10,2019,0,17,8/17/2019,8,17,2019,Saturday,280,0.77,"(-0.001, 2.5]",67,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
139935,A797225,Mix,retriever,sporting,N,Brown,Stray,Normal,Male,186,0.51,"(-0.001, 2.5]",6/10/2019,6,10,2019,0,19,7/6/2019,7,6,2019,Saturday,238,0.65,"(-0.001, 2.5]",25,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
87261,A797299,Purebred,guardian,working,N,White/Other,Owner Surrender,Normal,Female,62,0.17,"(-0.001, 2.5]",6/11/2019,6,11,2019,1,18,6/17/2019,6,17,2019,Monday,92,0.25,"(-0.001, 2.5]",6,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
91008,A797392,Purebred,pit bull,terrier,Y,Other,Owner Surrender,Normal,Male,730,2,"(-0.001, 2.5]",6/13/2019,6,13,2019,3,11,8/17/2019,8,17,2019,Saturday,795,2.18,"(-0.001, 2.5]",65,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
20319,A797400,Purebred,pit bull,terrier,Y,Other,Owner Surrender,Normal,Male,3285,9,"(7.5, 10.0]",6/13/2019,6,13,2019,3,11,1/11/2020,1,11,2020,Saturday,3681,10.08,"(10.0, 12.5]",212,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
35709,A797507,Purebred,guardian,working,N,White/Other,Stray,Normal,Male,62,0.17,"(-0.001, 2.5]",6/14/2019,6,14,2019,4,12,6/18/2019,6,18,2019,Tuesday,76,0.21,"(-0.001, 2.5]",4,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
107615,A797573,Purebred,chihuahua ,toy,N,Brown/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/14/2019,6,14,2019,4,18,6/19/2019,6,19,2019,Wednesday,370,1.01,"(-0.001, 2.5]",4,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
4521,A797608,Purebred,chihuahua ,toy,N,White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",6/15/2019,6,15,2019,5,14,6/20/2019,6,20,2019,Thursday,735,2.01,"(-0.001, 2.5]",5,Success,78660,68789,1519,45.3,23950,76007,33565,35224,4517,20539,4886,11731,4151,282,402,42256,10731,452,5723,85,6942,2600
